"","X","pv","mm","wm","gene","ty"
"890","coad_C10orf71",0.00766202606346933,0.363636363636364,0.334943563078549,"C10orf71","coad"
"891","coad_BIRC6",0.0700864439085812,0.345454545454545,0.339487085412711,"BIRC6","coad"
"892","coad_ATP10A",1.0086102914382e-37,0.283333333333333,0.344557923900012,"ATP10A","coad"
"893","coad_ATM",2.84975230290428e-05,0.333333333333333,0.342162827460774,"ATM","coad"
"894","coad_ASTN1",1.06020068500527e-30,0.290909090909091,0.340812214675968,"ASTN1","coad"
"895","coad_ASPM",0.0975195602096744,0.345454545454545,0.33706333339404,"ASPM","coad"
"896","coad_ARMCX4",4.56328451031621e-18,0.3,0.343858424725834,"ARMCX4","coad"
"897","coad_ARID1A",2.52900059831642e-17,0.310584718333535,0.348269945709877,"ARID1A","coad"
"898","coad_APOB",1.08496389885561e-05,0.320949432404541,0.33527769739246,"APOB","coad"
"899","coad_ANK3",0.00338565630868353,0.357142857142857,0.331466775712213,"ANK3","coad"
"900","coad_ANK2",5.3917741289365e-06,0.366896900734435,0.332665173437586,"ANK2","coad"
"901","coad_ANK1",3.2687263903892e-24,0.389010989010989,0.328776829547511,"ANK1","coad"
"902","coad_AHNAK2",1.06889775871109e-08,0.369154136668325,0.329971561906445,"AHNAK2","coad"
"903","coad_AHNAK",3.77749206485904e-60,0.272727272727273,0.349184436132707,"AHNAK","coad"
"904","coad_ADGRV1",7.2929375484527e-13,0.372549019607843,0.329395148206822,"ADGRV1","coad"
"905","coad_ADGRL3",1.82998108768279e-56,0.269594400916939,0.352525078586767,"ADGRL3","coad"
"906","coad_ADGRG4",0.0524378117261822,0.336363636363636,0.335194821093781,"ADGRG4","coad"
"907","coad_ADAMTS20",4.36091232957878e-14,0.314285714285714,0.34291028943932,"ADAMTS20","coad"
"908","coad_ADAMTS16",0.484340582485168,0.353175540922651,0.333959085143725,"ADAMTS16","coad"
"909","coad_ADAMTS12",4.86021353487209e-14,0.4,0.336076330034447,"ADAMTS12","coad"
"910","coad_ACAN",0.000432980167144376,0.371428571428571,0.335768731382568,"ACAN","coad"
"911","coad_ABCA13",0.00202375072052945,0.333333333333333,0.341619290655572,"ABCA13","coad"
"912","breast_ZFHX4",6.68205963614009e-36,0.483333333333333,0.410955486060284,"ZFHX4","breast"
"913","breast_TTN",3.9548750623735e-18,0.44418449197861,0.40502271846712,"TTN","breast"
"914","breast_TP53",0.0919688340052108,0.40265306122449,0.401826817683595,"TP53","breast"
"915","breast_SYNE1",1.02390004170541e-38,0.5,0.413047704597065,"SYNE1","breast"
"916","breast_SPTA1",5.49038874228709e-11,0.464285714285714,0.411179850618637,"SPTA1","breast"
"917","breast_RYR2",1.72303120241595e-11,0.466666666666667,0.418149910173664,"RYR2","breast"
"918","breast_RYR1",0.455053558518407,0.427272727272727,0.413762085696048,"RYR1","breast"
"919","breast_PTEN",6.0109779692889e-06,0.464285714285714,0.418461807172799,"PTEN","breast"
"920","breast_PIK3CA",0.000278478822985023,0.407464607464607,0.417550962658221,"PIK3CA","breast"
"921","breast_PCLO",3.64708487130988e-22,0.383333333333333,0.422199211140799,"PCLO","breast"
"922","breast_OBSCN",0.0786323525792966,0.412587412587413,0.420598341539497,"OBSCN","breast"
"923","breast_NEB",0.2535249256016,0.428571428571429,0.417159257867223,"NEB","breast"
"924","breast_MUC5B",3.32850561210049e-12,0.4,0.422707766705769,"MUC5B","breast"
"925","breast_MUC16",0.461536739894066,0.416666666666667,0.413018507952286,"MUC16","breast"
"926","breast_LRP2",0.0037443374853017,0.433333333333333,0.41802515137401,"LRP2","breast"
"927","breast_KMT2C",2.18450223572976e-23,0.381818181818182,0.420772542453958,"KMT2C","breast"
"928","breast_KIAA1109",5.35133252941654e-06,0.4,0.420583419952913,"KIAA1109","breast"
"929","breast_HMCN1",1.64631231955468e-12,0.395604395604396,0.419633644919986,"HMCN1","breast"
"930","breast_HERC1",0.319438054817579,0.427922077922078,0.416831310071759,"HERC1","breast"
"931","breast_FSIP2",0.00515260224129939,0.45,0.420810556633163,"FSIP2","breast"
"932","breast_FLG",0.341381726618963,0.427272727272727,0.417345319936541,"FLG","breast"
"933","breast_DST",6.22514694749455e-14,0.4,0.422375953108141,"DST","breast"
"934","breast_DNAH9",0.160430458205434,0.433333333333333,0.417092406956635,"DNAH9","breast"
"935","breast_DNAH11",0.121949006904212,0.433333333333333,0.416128817619269,"DNAH11","breast"
"936","breast_AHNAK",2.15495058468699e-28,0.478787878787879,0.412570485319856,"AHNAK","breast"
"937","breast_ABCA13",5.40010460195333e-22,0.467032967032967,0.413713774919019,"ABCA13","breast"
"938","brca_TTN",2.39240403152288e-23,0.364293085655315,0.31704267017914,"TTN","brca"
"939","brca_TP53",4.6260972957733e-29,0.343002384832874,0.303219777204719,"TP53","brca"
"940","brca_PIK3CA",0.0203244710799464,0.339243365330322,0.324701460046805,"PIK3CA","brca"
